query;date;url;sentiment;type;discussion length;views;author;followers;influence;GPS latitude;GPS longitude;message text;source;title
icdrachten OR nijsmellinghe OR r...;2020-01-16 17:54;https://twitter.com/Noorderpoort/status/1217852515523407873;+;comment;8;3240;Noorderpoort;3240;5.1;;;RT @WorldSkillsNL: Er gaan 8 deelnemers van de wedstrijd maatschappelijke zorg door naar de #skillsheroes finale tijdens #STF20. Gefeliciteerd Milja @NovaCollege, Amarins @Noorderpoort, Emy @roctop1, Kimberly @AlbedaMBO, Marit [@rocfriesepoort], Nikki @Scalda, Bente @rocdeleijgraaf en Eddie @Deltion.;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-16 17:45;https://twitter.com/jivedirector/status/1217850349735829504;;post;2;479;jivedirector;479;6.1;;;"Interesting #astrolunch by @WijersRalph at [@ASTRON_NL] / @jivevlbi on ""scientific integrity"", where ethics, culture and diversity create gray areas that need consideration. In NL: https://t.co/ZLpr9gLRSV https://t.co/ANtSiOfLWR";twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-16 16:51;https://twitter.com/rinskelol/status/1217836861856657409;;comment;4;44;rinskelol;44;0.8;;;RT [@nijsmellinghe]: Ben jij een GZ psycholoog met als aandachtsgebied neuropsychologie? Werk jij graag samen in een professioneel team? Binnen het psychosomatisch team is plek voor een  (GZ) psycholoog (neuropsychologie). Kijk voor meer informatie over deze vacature op https://t.co/qkbJCIo4pB https://t.co/pQ72Nm9wTP;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-16 16:41;https://twitter.com/AlbedaZorg/status/1217834202667933697;+;comment;8;231;AlbedaZorg;231;1.3;;;RT @WorldSkillsNL: Er gaan 8 deelnemers van de wedstrijd maatschappelijke zorg door naar de #skillsheroes finale tijdens #STF20. Gefeliciteerd Milja @NovaCollege, Amarins @Noorderpoort, Emy @roctop1, Kimberly @AlbedaMBO, Marit [@rocfriesepoort], Nikki @Scalda, Bente @rocdeleijgraaf en Eddie @Deltion.;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-16 16:16;https://twitter.com/NinaMarone/status/1217828002349899776;;comment;8;217;NinaMarone;217;1.7;;;RT @albrechtkok: Als je doet wat je altijd deed, krijg je wat je altijd kreeg. Opnieuw geen ambitie in [@_Smallingerland] en kiest voor de weg van de minste weerstand. @JoukeEdeJong heeft zeker een punt. Waarom kiezen voor vorige architect. Onafhankelijkheid in het geding. Wie staat op??;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-16 16:16;https://twitter.com/NinaMarone/status/1217827924298096640;;comment;7;217;NinaMarone;217;1.7;;;RT @albrechtkok: 3 wethouders [#Smallingerland] kiezen het hazepad in 2 jaar college [@_Smallingerland] en dan nu kiezen voor dezelfde architect van deze coalitie. Gaat het het nu om de inhoud en #onafhankelijkheid of snel willen thuis komen @lc_nl @frieschdagblad @OmropNijs;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-16 15:09;https://twitter.com/Metsahovi/status/1217811134444646400;;comment;7;139;Metsahovi;139;0.7;;;RT @jivedirector: TWO WEEKS LEFT to propose to the #EuropeanVLBINetwork ! Support scientists at @jivevlbi can provide advice. Check https://t.co/ypI6P1aFEp @jodrellbank [@ASTRON_NL] @OnsalaRymd @IRA_INAF @IGNSpain @virac_irbene @HartRAO @NAICobservatory @Metsahovi @eMERLINarray @RadioNet_EU https://t.co/K1q3vAyEQR;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-16 14:48;https://twitter.com/ICDrachten/status/1217805814444036099;+;post;;418;ICDrachten;418;3;;;Proeven aan de techniek van de toekomst? Dan is een opleiding in de techniek zeker iets voor jou en moet je zeker naar de Open Dag op 24 januari van [@rocfriesepoort] in [Drachten]. Onze bedrijven zijn er met leuke activiteiten. https://t.co/HzgaWGaLL7 https://t.co/W23fchZXGF;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-16 14:36;https://twitter.com/prashmr/status/1217802893098536960;;comment;7;118;prashmr;118;0.8;;;RT @jivedirector: TWO WEEKS LEFT to propose to the #EuropeanVLBINetwork ! Support scientists at @jivevlbi can provide advice. Check https://t.co/ypI6P1aFEp @jodrellbank [@ASTRON_NL] @OnsalaRymd @IRA_INAF @IGNSpain @virac_irbene @HartRAO @NAICobservatory @Metsahovi @eMERLINarray @RadioNet_EU https://t.co/K1q3vAyEQR;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-16 13:34;https://twitter.com/de_yko/status/1217787231634698240;-;comment;72;110;de_yko;110;15.5;;;RT @corrumpere: Goeie @minpres & @ferdgrapperhaus @Jannewietske het 2-jarige zoontje van mijn broer Brugt werd in [#Drachten] [@_Smallingerland] seksueel misbruikt. Dat liep toen helemaal fout af voor de dader (dood) want mijn broertje heeft het postuur van Grutte Pier 🤚;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-16 12:19;https://twitter.com/JWitsenburg/status/1217768300685426689;+;comment;18;1172;JWitsenburg;1172;2.3;;;RT @corrumpere: Goeie! @Jannewietske van @SWFryslan 'rechter' Rob G. van de @RNoordNederland heeft een horizontale verhouding met Monique B., directeur van een bewindvoerderskantoor in [@_Smallingerland].   Hoeveel ambtsmisdrijven laat u hem nog tegen mij en andere Friezen plegen?;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-16 11:55;https://twitter.com/Instruct_Uitg/status/1217762186652725249;;post;2;344;Instruct_Uitg;344;3.2;;;Digitaal burgerschap is een steeds belangrijker wordend thema in het onderwijs, zo ook in het mbo. Bij [@rocfriesepoort] is digitale context een belangrijk onderdeel wanneer het gaat over burgerschap. Hoe zij dat doen? Lees verder 👉 https://t.co/8uNsXhbVQU #digitalegeletterdheid;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-16 11:52;https://twitter.com/LBBSLIM/status/1217761644387979264;+;post;;529;LBBSLIM;529;0.5;;;[@dewulf_group] goed vertegenwoordigd op de open dagen van de kruyf mechanisatie te #aalten  Succes mannen! https://t.co/IlGYoXUZRm;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-16 11:51;https://twitter.com/WorldSkillsNL/status/1217761206729093121;+;comment;8;3785;WorldSkillsNL;3785;4.7;;;Er gaan 8 deelnemers van de wedstrijd maatschappelijke zorg door naar de #skillsheroes finale tijdens #STF20. Gefeliciteerd Milja @NovaCollege, Amarins @Noorderpoort, Emy @roctop1, Kimberly @AlbedaMBO, Marit [@rocfriesepoort], Nikki @Scalda, Bente @rocdeleijgraaf en Eddie @Deltion.;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-16 11:23;https://twitter.com/PierGrutte/status/1217754181374705665;+;comment;18;762;PierGrutte;762;1.4;;;RT @corrumpere: Goeie! @Jannewietske van @SWFryslan 'rechter' Rob G. van de @RNoordNederland heeft een horizontale verhouding met Monique B., directeur van een bewindvoerderskantoor in [@_Smallingerland].   Hoeveel ambtsmisdrijven laat u hem nog tegen mij en andere Friezen plegen?;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-16 11:17;https://twitter.com/JettyPetty/status/1217752828111925250;+;comment;18;225;JettyPetty;225;2.2;;;RT @corrumpere: Goeie! @Jannewietske van @SWFryslan 'rechter' Rob G. van de @RNoordNederland heeft een horizontale verhouding met Monique B., directeur van een bewindvoerderskantoor in [@_Smallingerland].   Hoeveel ambtsmisdrijven laat u hem nog tegen mij en andere Friezen plegen?;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-16 10:58;https://twitter.com/corrumpere/status/1217747878376067072;+;post;18;2618;corrumpere;2618;28.3;;;Goeie! @Jannewietske van @SWFryslan 'rechter' Rob G. van de @RNoordNederland heeft een horizontale verhouding met Monique B., directeur van een bewindvoerderskantoor in [@_Smallingerland].   Hoeveel ambtsmisdrijven laat u hem nog tegen mij en andere Friezen plegen?;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-16 10:51;https://twitter.com/RadioNet_EU/status/1217746223291150337;;comment;7;447;RadioNet_EU;447;5.5;;;RT @jivedirector: TWO WEEKS LEFT to propose to the #EuropeanVLBINetwork ! Support scientists at @jivevlbi can provide advice. Check https://t.co/ypI6P1aFEp @jodrellbank [@ASTRON_NL] @OnsalaRymd @IRA_INAF @IGNSpain @virac_irbene @HartRAO @NAICobservatory @Metsahovi @eMERLINarray @RadioNet_EU https://t.co/K1q3vAyEQR;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-16 10:46;https://twitter.com/JWitsenburg/status/1217744929054711810;-;comment;72;1172;JWitsenburg;1172;2.3;;;RT @corrumpere: Goeie @minpres & @ferdgrapperhaus @Jannewietske het 2-jarige zoontje van mijn broer Brugt werd in [#Drachten] [@_Smallingerland] seksueel misbruikt. Dat liep toen helemaal fout af voor de dader (dood) want mijn broertje heeft het postuur van Grutte Pier 🤚;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-16 10:30;https://twitter.com/JaapvanBruggen2/status/1217740972039294976;+;comment;2;44;JaapvanBruggen2;44;0.7;;;RT @CirculairFRL: #Duurzaam #onderwijs: dat zit wel snor bij [@rocfriesepoort]. De #onderwijsinstelling stijgt dit jaar naar de 4de plaats in de #Keuzegids #Mbo 2020. In de landelijke ranking van de grotere ROC’s haalt ROC Friese Poort een gedeelde 1e plek. Goed bezig! 🙌 https://t.co/0V0upmwS7M;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-16 10:28;https://twitter.com/MaartenNoordho1/status/1217740518467297282;;comment;7;433;MaartenNoordho1;433;0.9;;;RT @albrechtkok: 3 wethouders [#Smallingerland] kiezen het hazepad in 2 jaar college [@_Smallingerland] en dan nu kiezen voor dezelfde architect van deze coalitie. Gaat het het nu om de inhoud en #onafhankelijkheid of snel willen thuis komen @lc_nl @frieschdagblad @OmropNijs;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-16 10:24;https://twitter.com/Jollyrob2/status/1217739442431168512;-;comment;72;1799;Jollyrob2;1799;1.2;;;RT @corrumpere: Goeie @minpres & @ferdgrapperhaus @Jannewietske het 2-jarige zoontje van mijn broer Brugt werd in [#Drachten] [@_Smallingerland] seksueel misbruikt. Dat liep toen helemaal fout af voor de dader (dood) want mijn broertje heeft het postuur van Grutte Pier 🤚;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-16 10:23;https://twitter.com/Komindebouwnl/status/1217739240005689346;;comment;2;1228;Komindebouwnl;1228;1.8;;;RT @BouwmensenFNZ: Ben jij gemaakt voor de #bouw? Verdien geld en haal je mbo-diploma met @Bouwmensen! Kom naar de 🄾🄿🄴🄽 🄳🄰🄶 of loop binnen op één van de locaties van @frieslandcollege of [@rocfriesepoort]!  #bouwmensen #friesland #deopleidervoordebouw #werkenleren #mbo #bbl https://t.co/WTOoDT9CT7;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-16 10:22;https://twitter.com/JackMarsman/status/1217738961273151488;-;comment;72;4158;JackMarsman;4158;59.4;;;RT @corrumpere: Goeie @minpres & @ferdgrapperhaus @Jannewietske het 2-jarige zoontje van mijn broer Brugt werd in [#Drachten] [@_Smallingerland] seksueel misbruikt. Dat liep toen helemaal fout af voor de dader (dood) want mijn broertje heeft het postuur van Grutte Pier 🤚;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-16 10:18;https://twitter.com/jivevlbi/status/1217737821265461248;;comment;7;496;jivevlbi;496;2.8;;;RT @jivedirector: TWO WEEKS LEFT to propose to the #EuropeanVLBINetwork ! Support scientists at @jivevlbi can provide advice. Check https://t.co/ypI6P1aFEp @jodrellbank [@ASTRON_NL] @OnsalaRymd @IRA_INAF @IGNSpain @virac_irbene @HartRAO @NAICobservatory @Metsahovi @eMERLINarray @RadioNet_EU https://t.co/K1q3vAyEQR;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-16 10:17;https://twitter.com/corrumpere/status/1217737707700531202;-;comment;72;2618;corrumpere;2618;28.3;;;Goeie @minpres & @ferdgrapperhaus @Jannewietske het 2-jarige zoontje van mijn broer Brugt werd in [#Drachten] [@_Smallingerland] seksueel misbruikt. Dat liep toen helemaal fout af voor de dader (dood) want mijn broertje heeft het postuur van Grutte Pier 🤚;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-16 10:00;https://twitter.com/niels_jacobi/status/1217733415363141633;;comment;7;244;niels_jacobi;244;1.2;;;RT @albrechtkok: 3 wethouders [#Smallingerland] kiezen het hazepad in 2 jaar college [@_Smallingerland] en dan nu kiezen voor dezelfde architect van deze coalitie. Gaat het het nu om de inhoud en #onafhankelijkheid of snel willen thuis komen @lc_nl @frieschdagblad @OmropNijs;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-16 09:51;https://twitter.com/MaartenNoordho1/status/1217731134299299840;;comment;7;432;MaartenNoordho1;432;0.9;;;Stoppen met dit college van #gewoonnietsdoen. Uithuilen en opnieuw beginnen is het enige dat er op zit.;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-16 09:48;https://twitter.com/albrechtkok/status/1217730348706078722;;post;7;427;albrechtkok;427;0.7;;;3 wethouders [#Smallingerland] kiezen het hazepad in 2 jaar college [@_Smallingerland] en dan nu kiezen voor dezelfde architect van deze coalitie. Gaat het het nu om de inhoud en #onafhankelijkheid of snel willen thuis komen @lc_nl @frieschdagblad @OmropNijs;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-16 09:35;https://twitter.com/IRA_INAF/status/1217727017187233793;;comment;7;415;IRA_INAF;415;0.8;;;RT @jivedirector: TWO WEEKS LEFT to propose to the #EuropeanVLBINetwork ! Support scientists at @jivevlbi can provide advice. Check https://t.co/ypI6P1aFEp @jodrellbank [@ASTRON_NL] @OnsalaRymd @IRA_INAF @IGNSpain @virac_irbene @HartRAO @NAICobservatory @Metsahovi @eMERLINarray @RadioNet_EU https://t.co/K1q3vAyEQR;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-16 09:29;https://twitter.com/MaartenNoordho1/status/1217725493237231616;;comment;8;432;MaartenNoordho1;432;0.9;;;RT @albrechtkok: Als je doet wat je altijd deed, krijg je wat je altijd kreeg. Opnieuw geen ambitie in [@_Smallingerland] en kiest voor de weg van de minste weerstand. @JoukeEdeJong heeft zeker een punt. Waarom kiezen voor vorige architect. Onafhankelijkheid in het geding. Wie staat op??;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-16 09:20;https://twitter.com/jivedirector/status/1217723239268483072;;post;7;479;jivedirector;479;5.7;;;TWO WEEKS LEFT to propose to the #EuropeanVLBINetwork ! Support scientists at @jivevlbi can provide advice. Check https://t.co/ypI6P1aFEp @jodrellbank [@ASTRON_NL] @OnsalaRymd @IRA_INAF @IGNSpain @virac_irbene @HartRAO @NAICobservatory @Metsahovi @eMERLINarray @RadioNet_EU https://t.co/K1q3vAyEQR;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-16 08:17;https://twitter.com/albrechtkok/status/1217707385999052800;;comment;8;426;albrechtkok;426;0.7;;;Als je doet wat je altijd deed, krijg je wat je altijd kreeg. Opnieuw geen ambitie in [@_Smallingerland] en kiest voor de weg van de minste weerstand. @JoukeEdeJong heeft zeker een punt. Waarom kiezen voor vorige architect. Onafhankelijkheid in het geding. Wie staat op??;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-16 07:37;https://twitter.com/CirculairFRL/status/1217697241047191553;+;post;2;1352;CirculairFRL;1352;6.2;;;#Duurzaam #onderwijs: dat zit wel snor bij [@rocfriesepoort]. De #onderwijsinstelling stijgt dit jaar naar de 4de plaats in de #Keuzegids #Mbo 2020. In de landelijke ranking van de grotere ROC’s haalt ROC Friese Poort een gedeelde 1e plek. Goed bezig! 🙌 https://t.co/0V0upmwS7M;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-16 07:36;https://twitter.com/Vlapakhuis/status/1217697187909586944;+;comment;86;;Vlapakhuis;254;2.8;;;@Jossedevoogd @DieTukkerfries Zonder spoor: Emmeloord. [Drachten] had ooit industriespoor ivm [Philips]. De voormalige mijnhaven Stein had ooit een prachtige eigen lijn die naar het Duitse Herzogenrath liep. Stein kan nugebruik maken van station Geleen-Lutterade, dat 1.6 kilometer van het centrum van Stein ligt.;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-15 22:40;https://twitter.com/Kenzie__Nimmo/status/1217562303387881474;;comment;6;41;Kenzie__Nimmo;41;1;;;RT @cgbassa: The @BadAstronomer's take on the work by @kenziekigh/[@ASTRON_NL]/@jivevlbi on  the localization of the repeating FRB from last week.;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-15 22:40;https://twitter.com/kenziekigh/status/1217562225730379784;;comment;6;481;kenziekigh;481;0.5;;;RT @cgbassa: The @BadAstronomer's take on the work by @kenziekigh/[@ASTRON_NL]/@jivevlbi on  the localization of the repeating FRB from last week.;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-15 21:52;https://twitter.com/Weirdje/status/1217550178384850945;;comment;3;;Weirdje;138;1.6;;;@OostingAuke [@_Smallingerland] Dat kan ook inderdaad, zelf zet ik de zakken pas 's ochtends aan de weg;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-15 21:50;https://twitter.com/OostingAuke/status/1217549686405586945;-;comment;3;;OostingAuke;223;1.9;;;@Weirdje [@_Smallingerland] Bij ons vanmorgen vroeg ook. Om 7 uur rotzooi van anderen opgeruimd. Mensen knopen èn de zak niet goed dicht èn knopen niet meerdere zakken aan elkaar. Dan kunnen ze niet wegwaaien. Ligt vooral aan de burger zelf. Breng zelf meestal de zak naar container parkje op 80 meter lopen;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-15 19:45;https://twitter.com/SigridWitteveen/status/1217518173567713281;;comment;3;;SigridWitteveen;32;1.7;;;@Roel_vdHeijden [@ASTRON_NL] @AstronomieNL En nu de grootste radiotelescoop ter wereld voor amateurs!;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-15 18:35;https://twitter.com/justAfanDavid/status/1217500473332137987;;comment;6;1572;justAfanDavid;1572;0.3;;;RT @cgbassa: The @BadAstronomer's take on the work by @kenziekigh/[@ASTRON_NL]/@jivevlbi on  the localization of the repeating FRB from last week.;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-15 18:19;https://twitter.com/cgbassa/status/1217496524831195137;;comment;6;10844;cgbassa;10844;1.2;;;The @BadAstronomer's take on the work by @kenziekigh/[@ASTRON_NL]/@jivevlbi on  the localization of the repeating FRB from last week.;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-15 15:40;https://twitter.com/MonitorP2000/status/1217456595099099136;;post;;650;MonitorP2000;650;0.6;;;P 1 (inci-04) OMS Alarm 0270-0011 [Philips] DAP Oliemolenstraat [Drachten] [PHILIPS] https://t.co/yDlOWnUN3h;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-15 15:40;https://twitter.com/P2000FR/status/1217456516107841537;;post;;4526;P2000FR;4526;0.5;;;15:40:41 - P 1 (inci-04) OMS Alarm 0270-0011 [Philips] DAP Oliemolenstraat [Drachten] [PHILIPS];twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-15 15:40;https://twitter.com/P2000Regio2/status/1217456507744391168;;post;;2674;P2000Regio2;2674;0.6;;;15:40:24 P1 (inci-04) oms alarm 0270-0011 [philips] dap oliemolenstraat [drachten] [philips];twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-15 14:28;https://twitter.com/LFBLeeuwarden/status/1217438294839058433;+;post;2;154;LFBLeeuwarden;154;2.3;;;Wij hebben vanochtend speed dates lessen gehad bij [@rocfriesepoort] op locatie  Dokkum vonden het super leerzaam #doorenvoor #sterk #LFBLeeuwarden    de leerwerkstudenten vonden het ook leerzaam en zij leren om in gesprek te gaan met een student.....;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-15 14:20;https://twitter.com/Roel_vdHeijden/status/1217436362410024960;;post;3;1552;Roel_vdHeijden;1552;4.5;;;Yes! Als je dan op bezoek gaat bij [@ASTRON_NL] en @AstronomieNL dan natuurlijk even langs bij de Dwingeloo Radiotelescoop voor een selfie ✌🏻Dit was de grootste telescoop van de wereld! In 1956. https://t.co/fi1YNVq3uC;twitter;
icdrachten OR nijsmellinghe OR r...;2020-01-15 13:46;https://twitter.com/Zakkenrollen/status/1217427864158703616;-;comment;11;;Zakkenrollen;408;1.2;;;@PlantingaKramer @AnnemarieHeite Hoop - vrees, kluitje - riet, list - bedrog, stroop - mond, zand - ogen, boeren - bedrog, kruik - barst! [@_Smallingerland] @MinisterieEZK @WiebesEric;twitter;
