"","Id","views","influence","followers"
"1082","ilse_z",1399,2.8,1399
"1083","ima_culthero",8,1.6,8
"1084","imappresearch",19,0.5,19
"1085","imcbasis",337,1.6,337
"1086","imprs_mpifr",122,0.7,122
"1087","impulsewebdesig",133.636363636364,0.927272727272727,133.636363636364
"1088","imraanpatel3",75,0.7,75
"1089","inamiddelkamp",319,1.9,319
"1090","industrielinqs",377,0.7,377
"1091","industrygovau",4231,0.8,4231
"1092","inekedkv",335.5,0.95,335.5
"1093","inekeevink",1091,4,1091
"1094","inekelambermont",516,1.7,516
"1095","inekelokker",1176.66666666667,1.26666666666667,1176.66666666667
"1096","inevanderplas",704,2.4,704
"1097","inezwest57",22,0.7,22
"1098","info_activism",38190,1.8,38190
"1099","ingehamming",475,0.6,475
"1100","ingridcoup",1384,5.3,1384
"1101","inhope_pr",4472,1,4472
"1102","instruct_uitg",344,3.2,344
"1103","intelleckingdom",9,0.7,9
"1104","internetsporen",999,1.1,999
"1105","intmdl",107,0.7,107
"1106","ipf_fryslan",539.37037037037,1.24074074074074,539.37037037037
"1107","iphonepetra",1600.2,2.56,1600.2
"1108","ipie33",1242,17.4,1242
"1109","ira_inaf",426.856540084388,0.818143459915612,426.856540084388
"1110","irap_france",4580,0.8,4580
"1111","irenepolderman",170,1.8,170
"1112","irmaverbaan",46,0.8,46
"1113","ironagroeneveld",1274,2.5,1274
"1114","isaacmumomutie",111.5,0.86,111.5
"1115","isis_space",4641,0.7,4641
"1116","isteinvoorn",177,0.775,177
"1117","istvanius",118,0.7,118
"1118","it_academy_nn",894,2.9,894
"1119","itgrrl",2050,0.7,2050
"1120","ithinkifoundyou",556,0.9,556
"1121","itpolytburo",683.941176470588,3.18235294117647,683.941176470588
"1122","ittuyn",13,0.7,13
"1123","ivandevegte",270,1.8,270
"1124","ivanduren1",1,1,1
"1125","ivoaastro",185.5,0.7,185.5
"1126","ivon_bv",381,0.6,381
"1127","ivovanvulpen",1648.75,3.55,1648.75
"1128","ivs_kuleuven",901,0.8,901
"1129","ivs_ooc",82,0.5,82
"1130","j_haisma",323,0.8,323
"1131","jaap_oostindien",1900,1,1900
"1132","jaapspieker",312,0.7,312
"1133","jaapstalenburg",9557.42857142857,22.4857142857143,9557.42857142857
"1134","jaapstronks",7968,5.2,7968
"1135","jaapvanbruggen2",43.0952380952381,0.869047619047619,43.0952380952381
"1136","jaapvantiel",306,1.2,306
"1137","jacboiten",42,0.8,42
"1138","jacco_liere",575,8.2,575
"1139","jack_radcliffe_",175,1,175
"1140","jackgenoa",800,0.8,800
"1141","jackie_randles",2019,1,2019
"1142","jackmarsman",4158,59.4,4158
"1143","jackvanvegten",46,0.8,46
"1144","jackydieleman",311,1.7,311
"1145","jacob031965",125,0.566666666666667,125
"1146","jacobjanhamstra",202,4.4,202
"1147","jacobruiten",223.272727272727,1.78181818181818,223.272727272727
"1148","jacq020",214,0.8,214
"1149","jacquelinedemaa",690,1.2,690
"1150","jacquelinemetz8",501,0.6,501
"1151","jacquesgrummer",26,1.27142857142857,26
"1152","jai_verdancy",223,0.7,223
"1153","jalopezperez",30.2727272727273,0.8,30.2727272727273
"1154","jan_ehe",971,1.1,971
"1155","jan_tuininga",57,0.6,57
"1156","jan_wedman",42,0.5,42
"1157","janblomm",144,0.7,144
"1158","janbroekert",133,3,133
"1159","jancatha",29,2.5,29
"1160","jancooks4you",617.4,1,617.4
"1161","jandejongijlst",34,0.7,34
"1162","jandijkstra1984",184,0.5,184
"1163","jandouwe",110,0.8,110
"1164","janetev80170964",36,0.7,36
"1165","janetturkstra",508.8,2.10666666666667,508.8
"1166","janevanlaar",3206,0.5,3206
"1167","janfaber1",420.111111111111,0.755555555555556,420.111111111111
"1168","janhart",3449,1.5,3449
"1169","janhattenbach",2579,1.9,2579
"1170","janhkroese",1070,2.8,1070
"1171","jankaliasafanja",145.5,2.075,145.5
"1172","jankololkema",178,0.7,178
"1173","janmarijne",206,0.5,206
"1174","jannekebron",122,0.5,122
"1175","jannekeremmelts",101,1.6,101
"1176","jannekewieringa",22,0.7,22
"1177","jannekezt",35,0.7,35
"1178","janniebalans",187,0.7,187
"1179","jannywiersma79",68,0.625,68
"1180","janpeterrake",5968.5,35.4,5968.5
"1181","janrijpstra",1130.14285714286,0.828571428571429,1130.14285714286
"1182","janseton",1654.85714285714,1.41428571428571,1654.85714285714
"1183","jansien",153,0.7,153
"1184","jansmadrachten",1697,2.8,1697
"1185","jansmajansma",157,0.8,157
"1186","janstavast1",302.772727272727,0.906818181818182,302.772727272727
"1187","jansytsma",1316.18181818182,1.44545454545455,1316.18181818182
"1188","jantop5",69,0.9,69
"1189","janvsn",171,1.3,171
"1190","japek",110,0.6,110
"1191","jappaaaaaa",109,0.7,109
"1192","jasperheslinga",287,0.4,287
"1193","jasperwitte89",204,0.9,204
"1194","jaye_ah",325,0.7,325
"1195","jaynebirkby",1721,0.7,1721
"1196","jb_hilterman",342,5.2,342
"1197","jbaaij",1126,0.7,1126
"1198","jccwrt",2911,2.1,2911
"1199","jcdegraaf",3896,7.4,3896
"1200","jclark_astro",539,0.7,539
"1201","jcpoiron",398,5.5,398
"1202","jdebreczeny",300.25,1.225,300.25
"1203","jdeplaa",149.052631578947,2.93157894736842,149.052631578947
"1204","jdswinbank",160,0.8,160
"1205","jean68_",49,0.7,49
"1206","jeanetbrandsma",1403,1.7,1403
"1207","jeanetwardenier",201,1.6,201
"1208","jeaninegraaff",257,1.4,257
"1209","jeanmarc_denis",112,0.9,112
"1210","jeannemarian",2822.75,20.025,2822.75
"1211","jeannettelos",1576.95238095238,1.37142857142857,1576.95238095238
"1212","jeffcroos",10,0.7,10
"1213","jeffrey64495898",234,1.4,234
"1214","jeldau1",34,0.7,34
"1215","jellealgra",868,0.6,868
"1216","jellebijlsmabv",585.5,2.3,585.5
"1217","jellierijpma",125,1.1,125
"1218","jellietiemersma",3521,2.5,3521
"1219","jellyzuidersma",113,0.6,113
"1220","jelmadekker",392.148936170213,0.708510638297872,392.148936170213
"1221","jeltearntzen",213,2.2,213
"1222","jeltepasma",89.5714285714286,0.7,89.5714285714286
"1223","jensma_theunis",135,1.2,135
"1224","jerkeverschoor",928,2.62,928
"1225","jeroen_nijhof",271,1.9,271
"1226","jeroen_van_wijk",300,1.3,300
"1227","jeroen1huizinga",321,2,321
"1228","jeroenbnc",631.636363636364,3.35454545454545,631.636363636364
"1229","jeroengebben",1420.22222222222,2.71111111111111,1420.22222222222
"1230","jeroengerrets",145,0.7,145
"1231","jeroenjohan",69,0.6,69
"1232","jeroenvzuijlen",910.857142857143,0.785714285714286,910.857142857143
"1233","jessieapost",362,9.3,362
"1234","jessycadewit",125,2.2,125
"1235","jet_030",299,7.3,299
"1236","jetderanitz",3096,1,3096
"1237","jettypetty",225,2.2,225
"1238","jeurissen_ben",358,4.2,358
"1239","jfpuerta",316,0.7,316
"1240","jgreaves6",312,0.8,312
"1241","jgshanda",71,2.2,71
"1242","jhellegers",282.5,1.36666666666667,282.5
"1243","jhjmbenschop",724.823529411765,12.4117647058824,724.823529411765
"1244","jhtenbrink",255,0.8,255
"1245","jieskje",654,1.7,654
"1246","jildert84",162,0.9,162
"1247","jilzwarts",234,2.7,234
"1248","jinky_gc",18,0.4,18
"1249","jivedirector",474.673819742489,2.49721030042918,474.673819742489
"1250","jivevlbi",470.515892420538,1.95452322738386,470.515892420538
"1251","jjdemul",556,1.8,556
"1252","jjstrk",367,1.4,367
"1253","jkootstra01",43.5,0.75,43.5
"1254","jmcannizz",68,0.7,68
"1255","jmfdiver",311,0.7,311
"1256","jmvdhulst",20,0.8,20
"1257","jnieuwhuis",182,0.7,182
"1258","joannekevdnagel",616,3.2,616
"1259","joansievanwyk",1191,0.8,1191
"1260","joanvanderveen",187,2.9,187
"1261","jobjdk",187,0.6,187
"1262","jobmbo",3572,4.4,3572
"1263","jodavis6670",210,0.7,210
"1264","jodrellbank",213903.258064516,0.72258064516129,213903.258064516
"1265","joehoe123456789",91,0.7,91
"1266","johan_coelingh",1113,8.5,1113
"1267","johancahuzak",780,1.2,780
"1268","johanenjessica",97,0.9,97
"1269","johaner18110965",7,0.8,7
"1270","johangewoon",173,20.2,173
"1271","johankrul",316,2.6,316
"1272","johanmagre28",610.75,4.15,610.75
"1273","johanmeezen",528.888888888889,8.08333333333333,528.888888888889
"1274","johann149597871",2,0.8,2
"1275","johannes_td",92.25,5.95,92.25
"1276","johannpostma",126,0.7,126
"1277","johanrheeder7",19.0555555555556,0.677777777777778,19.0555555555556
"1278","johansvisie",4833,9.3,4833
"1279","johngelling63",93,0.7,93
"1280","johnharold75",481,0.8,481
"1281","johnquinnucd",504,1,504
"1282","johnrocvt",2109.65517241379,2.57241379310345,2109.65517241379
"1283","johnschobben",195,1.2,195
"1284","johnstonhollitt",642,0.8,642
"1285","johnverstraaten",280,1.6,280
"1286","johrosier",61,0.6,61
"1287","johvsinderen",908,1.7,908
"1288","joke_jong",187.833333333333,0.833333333333333,187.833333333333
"1289","jokerman21",53.4,0.8,53.4
"1290","jolanda85077130",26,0.5,26
"1291","jollyrob2",1799,1.2,1799
"1292","jonicsolutions",0,0.8,0
"1293","jonkersjeroen",327,0.9,327
"1294","jonkvrouw44",156,0.9,156
"1295","jonny_nichols",793,0.7,793
"1296","joopdykstra",113,1.325,113
"1297","joopwitteveen",319,0.8,319
"1298","jorickscheerens",2129.81818181818,3,2129.81818181818
"1299","jorisknigge",297,0.7,297
"1300","jorisvandillen",4,0.7,4
"1301","jorritarntzen",204.5,1.025,204.5
"1302","joseising",446,1.3,446
"1303","joseph_desimone",6541.47826086957,3.78695652173913,6541.47826086957
"1304","josevangelder",366.738095238095,2.11428571428571,366.738095238095
"1305","joshiyogesh1998",60,0.8,60
"1306","joshollegien",3426.25,1.21071428571429,3426.25
"1307","jossloot",1394,0.5,1394
"1308","josvanson",2612,2.1,2612
"1309","jotlubberdink",134,0.9,134
"1310","joukedevries",4076,6.4,4076
"1311","joukeedejong",67,0.6,67
"1312","jowisu1",88,0.8,88
"1313","joyce_bruijne",10,0.9,10
"1314","joycekuijpers75",263,0.7,263
"1315","joycevisio",201,1.4,201
"1316","joyfromjoyce",1964,1.8,1964
"1317","jp40089356",300,5.5,300
"1318","jpijfers",257,1,257
"1319","jpluimers",1353,3.3,1353
"1320","jr_pritchard",1880.4,0.85,1880.4
"1321","jre77stns",142,0.7,142
"1322","jrijwwijk",44,0.8,44
"1323","jsstkmn",253,0.6,253
"1324","jterheide",127,0.8,127
"1325","jtvanderbeek1",244.6,1.34,244.6
"1326","juandesant",678.5,0.75,678.5
"1327","juandiegosoler",7573,2.9,7573
"1328","juanrojoc",1718,1.9,1718
"1329","judithpennarts",7516.5,10.4,7516.5
"1330","judithvelting",193.8,0.78,193.8
"1331","juphoff",978,0.6,978
"1332","juramaga",4552,0.4,4552
"1333","jurejapelj",16,0.8,16
"1334","jurgenelshof",731,1.2,731
"1335","jurjen_van_beek",55,0.6,55
"1336","jurrvandalen",886,2.6,886
"1337","justafandavid",1572,0.3,1572
"1338","justamuriuki",190,0.6,190
"1339","justbementalist",3297.4,0.7,3297.4
"1340","justsjaan",322,0.6,322
"1341","juulbruijnincx",948,2.3,948
"1342","jvantill",1833.78571428571,1.55714285714286,1833.78571428571
"1343","jvb038",2838,7.6,2838
"1344","jvdweg",915,0.7,915
"1345","jvisserwaaksens",847,2.6,847
"1346","jvries_manas",176,1.4,176
"1347","jwhakvoort",368,2.6,368
"1348","jwitsenburg",1121.86666666667,2.21333333333333,1121.86666666667
"1349","jwpreusterink",1171.75,0.7,1171.75
"1350","jwtenhove",543.142857142857,0.742857142857143,543.142857142857
"1351","jwuite",246,2.6,246
"1352","k00skeg",4.88235294117647,1.20588235294118,4.88235294117647
"1353","kaatje_elisa",895,0.7,895
"1354","kalti",653,0.8,653
"1355","kapteyndirector",164.894736842105,1.36315789473684,164.894736842105
"1356","karen_hofstede",560,1.8,560
"1357","karin_burger",39,1.4,39
"1358","karin_v_dijk",307,0.6,307
"1359","karinluidens",2517.5,2.15,2517.5
"1360","karinvanoort",123,0.7,123
"1361","karinvdburg",461.5,2.2,461.5
"1362","karinweening",527,0.8,527
"1363","karlijnvanbree",1195.18181818182,2.09090909090909,1195.18181818182
"1364","karpertje75",9,0.8,9
"1365","karrdaleltd",50,4.2,50
"1366","kassandratroy",11653,2.8,11653
"1367","kathrynrosie",383,1,383
"1368","katydikker",298.322580645161,0.72258064516129,298.322580645161
"1369","keeshoekstra",192,1.9,192
"1370","keeskleefboy",42,0.9,42
"1371","keizer_koosje",24,0.9,24
"1372","kempe027",189,0.6,189
"1373","ken_z_vogt",89,0.8,89
"1374","kennispolitiek",698,3,698
"1375","kenzie__nimmo",36.448275862069,0.782758620689655,36.448275862069
"1376","kenziekigh",481,0.5,481
"1377","kev_muriithi",1557,0.5,1557
"1378","keywest28749015",956,0.7,956
"1379","kfroma",1099,0.9,1099
"1380","kheres",154,3.26363636363636,154
"1381","khesser",621.214285714286,0.828571428571429,621.214285714286
"1382","khuluphasiwe",26536,7.8,26536
"1383","kijlstra",2159,3.9,2159
"1384","kimwarink",16,0.7,16
"1385","kindergodin1",51.3333333333333,1.43333333333333,51.3333333333333
"1386","kingmasiska",7,0.64,7
"1387","kirwa44",569,0.6,569
"1388","kiyengdenno",590,0.8,590
"1389","kjrunia",448,1.5,448
"1390","kla_mar",317.583333333333,3.3375,317.583333333333
"1391","klaashaasjes",610,1.9,610
"1392","klaasjepen",60,2.1,60
"1393","klaasoptland",57,0.7,57
"1394","klaassietse",2236.875,5.0125,2236.875
"1395","klabbersf",246,0.7,246
"1396","kletskous",1147,4.3,1147
"1397","klipje",1435,0.7,1435
"1398","kloetstefan",156,0.7,156
"1399","kn6cxj",14,0.8,14
"1400","knvweersterren",217,0.7,217
"1401","kobus1900",20,0.6,20
"1402","koeienboerjames",3277.5,2.2,3277.5
"1403","koeneekma",236,1.4,236
"1404","koenmaree",800,3.2,800
"1405","koffringa",400,1,400
"1406","kojofixit",672,0.8,672
"1407","kolderveen",1192,6.4,1192
"1408","komindebouwnl",1228,1.8,1228
"1409","kompas__21",76,3.8,76
"1410","konfusedbhris",456,0.2,456
"1411","koninklijkhuis",309435,74.1,309435
"1412","konradong",327.25,0.675,327.25
"1413","konvisio",5123,4.2,5123
"1414","koons300",397,0.8,397
"1415","koopmansleon",35,0.8,35
"1416","koosschieving",106,0.9,106
"1417","koosspanjer",376,0.7,376
"1418","koosverbeek",1053,1.6,1053
"1419","kooswijbenga",851,0.6,851
"1420","koploperproject",72.5,1.61666666666667,72.5
"1421","korhylkema",1366,2.7,1366
"1422","krantenrss",227,0.7,227
"1423","kriscallens",469,0.8,469
"1424","krispijnbeek",3818,9.2,3818
"1425","krisvanhaecht",2673,2.8,2673
"1426","kroon_v",179,0.6,179
"1427","kshitij_th",18,0.7,18
"1428","kstadens",48,1.3,48
"1429","kuiper105",26,0.6,26
"1430","kuipersate",223,1.5,223
"1431","kuipo87",83,1.7,83
"1432","kumi83",520,1.2,520
"1433","kunst_landschap",714,2.67804878048781,714
"1434","kunstnakanker",24,2.5,24
"1435","kunstvanlezen",1653.6,2.44,1653.6
"1436","kuronekodaisuki",2021,0.7,2021
"1437","kutheks",1118.33333333333,13.8333333333333,1118.33333333333
"1438","kvdw2",153,1,153
"1439","kverkeers",48,0.5,48
"1440","kw1c",1839,2.2,1839
"1441","kwestrenen",37,1.5,37
"1442","laackxtra",620,6.5,620
"1443","ladactueel",944,7.8,944
"1444","ladyguineverre",172,0.6,172
"1445","lammertvdvaart",85.5,0.65,85.5
"1446","lampje87",1252,3.6,1252
"1447","landshark_vf1",34,4.5,34
"1448","landzaatwil",296,1.3,296
"1449","langepacht",944,2.7,944
"1450","langhthea",14,0.7,14
"1451","largitio",2297.44444444444,6.82222222222222,2297.44444444444
"1452","lasanja1",161,0.6,161
"1453","laura71099536",42,2.5,42
"1454","laurapunt",1159,2.9,1159
"1455","laurethtex",636,0.8,636
"1456","laurielei",1312,0.4,1312
"1457","lbbslim",512,1.74285714285714,512
"1458","lboschman",21,0.1,21
"1459","lc_nl",57408.2666666667,37.0666666666667,57408.2666666667
"1460","lclvision",20,0.7,20
"1461","lcrdm",355,1,355
"1462","ldvdloo",164,2.13333333333333,164
"1463","leadijksman",334,0.6,334
"1464","lecturaverlag",548,0.7,548
"1465","ledsdoitnow",631,2.6,631
"1466","leeuwardenstad",10789,2,10789
"1467","leidenscienceen",830,1.5,830
"1468","leijrenze",32,1.3,32
"1469","lelylijn",1080,13.9,1080
"1470","lennertgoemans",1572,7.5,1572
"1471","leoburtscher",661.857142857143,1.94285714285714,661.857142857143
"1472","leonijhuis",1333,3,1333
"1473","leontienkompier",1177,2.1,1177
"1474","leosonneveld",1092,2.02857142857143,1092
"1475","lescobartr",734,0.6,734
"1476","lexflorez",199,0.7,199
"1477","lfbleeuwarden",151.722222222222,2.77222222222222,151.722222222222
"1478","lfbnederland",2592,0.7,2592
"1479","lfbwolvega",598.625,3.57857142857143,598.625
"1480","lgm_film",160.25,0.875,160.25
"1481","lia_lorier",138,3.6,138
"1482","liekelaan",9,1,9
"1483","liekeschmeitz",50,0.7,50
"1484","liesbeth_horstm",1524.14285714286,1,1524.14285714286
"1485","liesbethpostma1",11,0.7,11
"1486","liesbethvberkel",849.777777777778,4.54444444444444,849.777777777778
"1487","liesbethvdkrol",294,0.9,294
"1488","liesbethweusten",348,2.5,348
"1489","liesdejonge",310,2.4,310
"1490","liesteuben",38,0.8,38
"1491","lifelinerbennek",269,0.9,269
"1492","lightifyco1",1141,0.8,1141
"1493","likensrproject",228,2.8,228
"1494","lilynieuwenh",489.875,1.0375,489.875
"1495","lin_hintham",219,3.3,219
"1496","linda_deboer",79.390243902439,0.726829268292683,79.390243902439
"1497","lindaborger",111.8,0.86,111.8
"1498","lindazeg",1018,1.7,1018
"1499","linekehoekstra",51.375,0.5,51.375
"1500","lineketalsma",378,1.68,378
"1501","lisette_1990",141,2.9,141
"1502","liudgerspl",695.055555555556,0.944444444444444,695.055555555556
"1503","ljvork",665.708333333333,0.785416666666667,665.708333333333
"1504","ll_bluewind_ll",251,0.7,251
"1505","lmedendorp",453,0.7,453
"1506","lodewijkdanser",70,0.9,70
"1507","lofar",4291.90243902439,4.08292682926829,4291.90243902439
"1508","lofar4sw",78.5,1.01818181818182,78.5
"1509","lolalone",22,0.8,22
"1510","loonbdrfknuit",512,1.9,512
"1511","lorelei3112",6055.6,66.405,6055.6
"1512","lornanimmo",176,0.3,176
"1513","loudeleij",153,3,153
"1514","loveofmaths1",312.833333333333,0.766666666666667,312.833333333333
"1515","lquispel",860,31.9,860
"1516","lucas40078611",6,0.6,6
"1517","lucasellerbroek",519,2.8,519
"1518","lucienneboelsma",501,2.9,501
"1519","ludolfjkp",876.5,1.55,876.5
"1520","luigif97101292",14,0.6,14
"1521","luispater18",40,0.7,40
"1522","lunarzebro",112.322580645161,1.19032258064516,112.322580645161
"1523","lurker070",70,0.9,70
"1524","lutfi_1071",63,0.8,63
"1525","luukronde",265,1.4,265
"1526","luzylein",190.875,1.32916666666667,190.875
"1527","lvr131",2793,8.05,2793
"1528","lycklamachris",143,0.9,143
"1529","lykelew",174,0.7,174
"1530","lynchseanp",27,0.6,27
"1531","m_a_de_vries",127,0.7,127
"1532","m_arling",486,2.6,486
"1533","m_friederichs",38,0.5,38
"1534","m_haverkorn",247,2.16666666666667,247
"1535","m_wiersma",1209,3.7,1209
"1536","ma_loj",1996,0.5,1996
"1537","maaikerodenhuis",467,2.6875,467
"1538","maaikeschootstr",553.142857142857,1.04285714285714,553.142857142857
"1539","maaikewarnaar",262,17.9,262
"1540","maartendezwart",100,0.7,100
"1541","maartennoordho1",430,1.28260869565217,430
"1542","maartenoffinga",1725.6875,1.1625,1725.6875
"1543","maartenvhal",729,1.1,729
"1544","mabrentjens",514.324561403509,0.792105263157895,514.324561403509
"1545","macharoesink",4214.45454545455,1.95454545454545,4214.45454545455
"1546","madaster",2519,1.9,2519
"1547","maddestpanda",465,0.6,465
"1548","maeikeschraa",212,1.4,212
"1549","magdasmink",1026,0.8,1026
"1550","maggie_darroch",100,0.7,100
"1551","makelaarswerk",608,0.6,608
"1552","malientjee",14,0.5,14
"1553","maltesk",910,0.8,910
"1554","mampommier",39.5,1.5,39.5
"1555","manonwesel",178,3.6,178
"1556","marald1",1310,0.6,1310
"1557","marcel_lucht",1774,3,1774
"1558","marcel_peterse",589.25,1.7825,589.25
"1559","marcelmjansen",844,0.8,844
"1560","marchameleersnl",1346,1.7,1346
"1561","marco_langbroek",15426,61.9,15426
"1562","marcoh10",27,1.5,27
"1563","marcosmitfl",957,3.6,957
"1564","marcovanbeeknl",2034,0.7,2034
"1565","marcvisch",1454,1.9,1454
"1566","marcwolt",534.25,1.375,534.25
"1567","margotvanleijen",539,0.8,539
"1568","margovds",629,1.7,629
"1569","margremeulman",202,1.4,202
"1570","maria10579",1,0.6,1
"1571","mariagrossodel",1126,1.7,1126
"1572","marianne_ik_dus",337,9.8,337
"1573","mariannepoelman",472,1.8,472
"1574","marianojavierd1",693.5,2.125,693.5
"1575","mariekebaan",5925.16,10.472,5925.16
"1576","mariekebalkfoto",403,1.4,403
"1577","mariekelaauwen",349,1.6,349
"1578","marietventer",246,0.7,246
"1579","marijkemoreno",142,0.5,142
"1580","marijkevandhoek",363.8,2.96,363.8
"1581","marijnmolema",277.625,1.275,277.625
"1582","marinus_dr",3,0.5,3
"1583","mario_dekker",170,0.8,170
"1584","mariocannistra",946,0.783333333333333,946
"1585","marionelisa",559,0.8,559
"1586","mariskadelange",980,2.5,980
"1587","maritiemportal",786,1.7,786
"1588","marjan990",457.862068965517,3.02068965517241,457.862068965517
"1589","marjandijkema",410,1.3,410
"1590","marjanjlemmer",100,0.3,100
"1591","marjanneo1",197,0.9,197
"1592","marketstudyr",227,1.4,227
"1593","marklibertas",787,2.1,787
"1594","markmferrari",111,3.9,111
"1595","markske1983",567,6.7,567
"1596","marksremarks",1164,4.1,1164
"1597","markv",4046,5,4046
"1598","marleaset",370,0.6,370
"1599","marleengodlieb",325,2.4,325
"1600","marleenvdwiel",827,0.9,827
"1601","marleenwijnen",450,2.7,450
"1602","marrekrite",943,2.6,943
"1603","marrie75",1881,2.6,1881
"1604","marrit_anne",2393,20.8,2393
"1605","martha7800",1366,2.5,1366
"1606","marthinaroorda",27,0.6,27
"1607","martijn5155",8285,19.5,8285
"1608","martijnmollers",2841.039408867,11.7660098522167,2841.039408867
"1609","martineem",1723,2,1723
"1610","martintomlinso8",17,0.8,17
"1611","marty_212",152,0.8,152
"1612","marylouq7",4,0.8,4
"1613","masterprogram1",2018.2,1.5,2018.2
"1614","matkuzak",721,1.4,721
"1615","matthijsdevrie6",152,3.5,152
"1616","maureen82",299,1.4125,299
"1617","mavallie",473.75,0.85,473.75
"1618","maxherold",762,1,762
"1619","maximodirect",890,1.4,890
"1620","maya72",165,0.5,165
"1621","mayirmamay14",6113,0.7,6113
"1622","mbocollege",0.75,0.725,0.75
"1623","mboraad",11814,7.775,11814
"1624","mcgillscience",317,0.8,317
"1625","mcgillu",138162,0.7,138162
"1626","mdalgera",139,0.7,139
"1627","meadamman",70,0.7,70
"1628","mediainaf",10131.9333333333,3.1,10131.9333333333
"1629","meindertacda",2036,3.7,2036
"1630","meindertacdaf1",1945,4.7,1945
"1631","meldkamernn",62607,9.8,62607
"1632","mellema_m",99,0.7,99
"1633","mellevanasch",48,0.6,48
"1634","melleveltman",261,122,261
"1635","mennoong",5301,33.2,5301
"1636","menthacaro",90,0.8,90
"1637","meppelnoord",1265,0.6,1265
"1638","meppelwest",1125,1.1,1125
"1639","merlotvine",3454,203.7,3454
"1640","metavak",739,1,739
"1641","metsahovi",140.666666666667,0.7,140.666666666667
"1642","mfswager",64,1.3,64
"1643","mgirolet",63,0.7,63
"1644","mgrsantos",215,0.8,215
"1645","mhhegge",277,0.7,277
"1646","micha_de_vries",656,2.2,656
"1647","michael_wi",720,1,720
"1648","michel_oordeelt",744,2,744
"1649","michelegarnier",670,1,670
"1650","michellelhussey",5451.09090909091,1.24545454545455,5451.09090909091
"1651","michelnvk",219.384615384615,0.728205128205128,219.384615384615
"1652","michelvanderve3",18,0.5,18
"1653","michielbilstra",1065,2.6,1065
"1654","michielhageman",396,0.8,396
"1655","michielmalewicz",257.5,1.4,257.5
"1656","microsoftnl",17362,2.9,17362
"1657","miedemaf",2607,2.6,2607
"1658","miek65",1907,3.2,1907
"1659","mieke_kerkhof",1418,9.4,1418
"1660","miekske60",9,3.2,9
"1661","mig30m6",1123,1,1123
"1662","miguel_saldsoto",82,0.7,82
"1663","miguelmledesma",188,0.7,188
"1664","mikavdmeer",80,0.5,80
"1665","mike_garrett",460.5,0.7625,460.5
"1666","mikeykeim2468",26,0.5,26
"1667","milieuklachten",418.727272727273,0.672727272727273,418.727272727273
"1668","millenniumtwain",536,0.7,536
"1669","minijwei",285,0.7,285
"1670","minne2007",86,0.5,86
"1671","minocw",143363,7.9,143363
"1672","mirandastweets",53853.6666666667,1.13333333333333,53853.6666666667
"1673","mirandavanwonen",68,0.8,68
"1674","mirian19782",1.5,0.5,1.5
"1675","mirjam0712",43,0.6,43
"1676","mirjamoffringa",751.857142857143,1.8,751.857142857143
"1677","mirjamwulfse",2417.27272727273,4.16363636363636,2417.27272727273
"1678","mischabrendel",141.333333333333,0.9,141.333333333333
"1679","misswessie",50,1.7,50
"1680","mithaystack",1612,0.7,1612
"1681","mivegter",187,0.6,187
"1682","mj14nun",1031,2.7,1031
"1683","mjhietkamp",1352,0.6,1352
"1684","mjoost",197,0.9,197
"1685","mkaiser4",82.5,1.85,82.5
"1686","mkbcyber",6,1.4,6
"1687","mkbnlnoord",5093,2.5,5093
"1688","mkespinozac",99,0.7,99
"1689","mkosterwentink",1086.77777777778,1.96111111111111,1086.77777777778
"1690","mkruiskamp",89,0.6,89
"1691","mluyer",1015,0.8,1015
"1692","mmar53593291",15,0.6,15
"1693","mmedeparis",422,0.5,422
"1694","mmravesloot",15,0.7,15
"1695","moatie01",46.1538461538462,1.51538461538462,46.1538461538462
"1696","mobielmedialab",3643,3.5,3643
"1697","moekememmie",264.3,1.12,264.3
"1698","monasmitte",120.8,1,120.8
"1699","moniek_tromp",1065,2.2,1065
"1700","moniquevdellen",21,2.1,21
"1701","monroziekenhuis",1157,1.1,1157
"1702","monumentenwacht",1271,1.1,1271
"1703","moojoo1324",5,0.7,5
"1704","moosje1963",202,1,202
"1705","morcarshill",1707,0.7,1707
"1706","morefamilies",271,0.7,271
"1707","mpi_astro",1047,0.8,1047
"1708","mploppersum",544,1.7,544
"1709","mrpyrometer",2173,0.7,2173
"1710","mrroubos",106,0.9,106
"1711","mschartn",9,2.3,9
"1712","mschippers67",916.3,3.57,916.3
"1713","msegolela",48,0.7,48
"1714","msftmollyrn",1673,5.5,1673
"1715","mskaroeselare",281,0.7,281
"1716","mubela_m",53.7368421052632,2.18947368421053,53.7368421052632
"1717","mulderjudith",265,1.1,265
"1718","mullergeesje",69,0.6,69
"1719","multisignaal",1607,3.3,1607
"1720","museumboerhaave",9611,2.7,9611
"1721","museumdr8888",1838,7.1,1838
"1722","mvanh",104,0.772727272727273,104
"1723","mvanmartijn",652,1.1,652
"1724","mvermeer",75,1.5,75
"1725","mvm_mac",30,0.6,30
"1726","myoosterhof",241.1,0.48,241.1
"1727","natas___ja",345,1.3,345
"1728","nataschasmeets",674,6.3,674
"1729","natureastronomy",23157.5833333333,2.26666666666667,23157.5833333333
"1730","naturenv",18475,3.45,18475
"1731","nautavelda",38,0.7,38
"1732","nautilusa",753,1.1,753
"1733","navarrr",328.285714285714,0.7,328.285714285714
"1734","navesbarra",373,2.3,373
