"","Id","views","influence","followers"
"1735","ncra_outreach",575,0.8,575
"1736","neldekam",1778,1.4,1778
"1737","neliraycheva",7,0.8,7
"1738","nellinson",952,0.8,952
"1739","nellydooper",227,1.2,227
"1740","neocarlitos",130.6,0.74,130.6
"1741","nergisraycheva",22,0.5,22
"1742","newbusradionl",3028,2,3028
"1743","newelectricirl",2249,0.7,2249
"1744","ngc3314",1411,1.7,1411
"1745","nhlstenden",695,0.6,695
"1746","nhougee",135,0.8,135
"1747","nick29545756",1,0.8,1
"1748","nicoholtrop",347,2.5,347
"1749","nicolebil",578,0.5,578
"1750","nicolettevvl",246,1.9,246
"1751","nicolvries",252,0.7,252
"1752","nicovangog",1262,48.5,1262
"1753","niels_jacobi",244,1.2,244
"1754","nielsruijter",1641,1.8,1641
"1755","nienhuissie",351,3.1,351
"1756","nieskeketelaar",1750.55555555556,0.844444444444444,1750.55555555556
"1757","nietbovenhet",281,2.1,281
"1758","nieuweregentes",834,0.9,834
"1759","nieuwwij",6346,5.2,6346
"1760","niewie69",48,1.6,48
"1761","nijefol",969,0.8,969
"1762","nijlandmarion",105,1.3,105
"1763","nijsmellinghe",2411.0625,4.16666666666667,2411.0625
"1764","nikondirk",876,5.2,876
"1765","nikosarcevic",389,1,389
"1766","ninamarone",216.347826086957,1.53152173913043,216.347826086957
"1767","nita_halman",174,2.8,174
"1768","nl_digitaal",428.095238095238,1.59047619047619,428.095238095238
"1769","nl_leraar",2512.05714285714,32.6942857142857,2512.05714285714
"1770","nl_rse",192.684210526316,1.65263157894737,192.684210526316
"1771","nl_space",2427.09756097561,2.01219512195122,2427.09756097561
"1772","nldtmv",671,1.9,671
"1773","nlsoroptimist",772,2.5,772
"1774","nlspaceoffice",1957,4,1957
"1775","nlzorg1",1558.8,23.4,1558.8
"1776","nmewsik4",372.2,0.72,372.2
"1777","nneely8",18,0.8,18
"1778","nomilk2day_bv",222.5,0.9,222.5
"1779","noord360",471,2.8,471
"1780","noordblog",1833,3,1833
"1781","noorderlicht_nl",9977,2.7,9977
"1782","noorderpoort",3217.42857142857,4.51190476190476,3217.42857142857
"1783","noordhans",64,0.8,64
"1784","nopnieuwsnl",141,1,141
"1785","norbertbuiter",1078.83333333333,2.75,1078.83333333333
"1786","nordicdoor_4",13,0.8,13
"1787","normnz",2399,0.8,2399
"1788","northernping",102,0.7,102
"1789","northflix",1085.25,11.95,1085.25
"1790","notaspampeanas",194,0.7,194
"1791","noudheijna",245.4,1.54,245.4
"1792","novacollege",2423.72727272727,0.718181818181818,2423.72727272727
"1793","np_kasteel_gro",173.857142857143,2.47142857142857,173.857142857143
"1794","nporadio1",61313,193.7,61313
"1795","nrcwetenschap",7935,7.2,7935
"1796","ntisec",3877,2.8,3877
"1797","ntone",5154,14.6,5154
"1798","nuchterogewicht",134,0.8,134
"1799","nudomarinero",176,1,176
"1800","nupurkohlinl",404,1.7,404
"1801","nusterrenkijken",530,2.8,530
"1802","nvandevijver",284,0.7,284
"1803","nvcronenburg",65,2,65
"1804","nvdietist",4034,0.6,4034
"1805","nvdo2",732,1.8,732
"1806","nvshv",946.8,1.82,946.8
"1807","nw7us",5389,0.7,5389
"1808","nwo_science",3159,3.56666666666667,3159
"1809","nwonieuws",11784.8333333333,12.0666666666667,11784.8333333333
"1810","oddsandbits",94,0.7,94
"1811","odettealbers",184,0.6,184
"1812","odissei_nl",217,3.2,217
"1813","odreissi",824,0.7,824
"1814","oemar1",185,0.9,185
"1815","of_nl",4638.66666666667,2.5,4638.66666666667
"1816","offemar2006",79,2.3,79
"1817","ognimaeb",668.263157894737,0.789473684210526,668.263157894737
"1818","olaut",660,1.9,660
"1819","oliveramayor",28,0.5,28
"1820","omewillem1983",1515.1,1.62,1515.1
"1821","omrin",2103.2380952381,3.82857142857143,2103.2380952381
"1822","omrin_ba",49,0.7,49
"1823","omroepflevoland",26029,24.1,26029
"1824","omropfryslan",24116.2222222222,5.03333333333333,24116.2222222222
"1825","omrophea",2311.6,2.02,2311.6
"1826","onderwijsflex",492,0.6,492
"1827","onderwijsgids",37065,2.48,37065
"1828","onno_falkena",1162.85185185185,2.25925925925926,1162.85185185185
"1829","onsalarymd",636,0.8,636
"1830","ontdekuzelf",1726,8.3,1726
"1831","oosterhofholman",1072,0.6,1072
"1832","oostingauke",227.545454545455,2.52727272727273,227.545454545455
"1833","ooyuukki",100,0.6,100
"1834","opfietsedrenthe",1064,0.7,1064
"1835","ophef",3247.25,6.41666666666667,3247.25
"1836","oprxtweets",155,4.9,155
"1837","opsterland",3577,1.9,3577
"1838","optixwiz",1049,0.8,1049
"1839","opwereld",522,2.9,522
"1840","oranje_kanjers",3,3.5,3
"1841","orbisresearch",1332,0.7,1332
"1842","ossie0022",911,1.3,911
"1843","otibnieuws",2326,1.2,2326
"1844","oubelkas",5301,2.6,5301
"1845","overbrabant",3958,5.3,3958
"1846","owerf",2383.47058823529,3.32352941176471,2383.47058823529
"1847","p_nombula",120,0.8,120
"1848","pa0non",14,0.9,14
"1849","pa3fre",84,0.633333333333333,84
"1850","pabaja56",56,0.9,56
"1851","pacocolomer",457.285714285714,1.57142857142857,457.285714285714
"1852","pactedescygnes",6682,3,6682
"1853","padij",362,0.6,362
"1854","palmansdam",7,0.6,7
"1855","paragin",136,0.3,136
"1856","paramedisch",2000,4.9,2000
"1857","parkerbenelux",1133,0.8,1133
"1858","parkietje",830.666666666667,21.6222222222222,830.666666666667
"1859","partoer",572.416666666667,2.79166666666667,572.416666666667
"1860","patriciak_888",576,0.8,576
"1861","patrick23dingen",1758,3.2,1758
"1862","patrickcevaal",375,0.6,375
"1863","patrickschelvis",363.111111111111,0.855555555555556,363.111111111111
"1864","patrickwoudstra",1740.27272727273,10.3636363636364,1740.27272727273
"1865","patyna_",491,2.4,491
"1866","paul_bocken",135.5,1.6,135.5
"1867","paulbooy",102,0.7,102
"1868","paulhldbrndt",25,0.7,25
"1869","paulienvdmeulen",622,1.6,622
"1870","paulloonstra",864,0.5,864
"1871","paulusrotteveel",4,0.9,4
"1872","pavel_mancera",759.75,0.65,759.75
"1873","pcmpaulien",1184.5,2,1184.5
"1874","pd0oyf",160.785714285714,0.75,160.785714285714
"1875","pd4ejp",2219,3,2219
"1876","pd5lwd",29,0.8,29
"1877","pdemichel",235,0.8,235
"1878","pdm_group",200.666666666667,1.26666666666667,200.666666666667
"1879","pdvmedia",253,0.9,253
"1880","pearse_cm",243.818181818182,3.46363636363636,243.818181818182
"1881","peermeesters",553,1.5,553
"1882","peetpietsje1",46,1.3,46
"1883","peggylimburg",366,2.2,366
"1884","peijin94",26,1.48,26
"1885","peleif",718,0.7,718
"1886","pelleboerhenk",239,0.7,239
"1887","peter_d_jansen",91,1.8,91
"1888","peterboomsma",1154.08333333333,1.775,1154.08333333333
"1889","peterbremer10",6,1.44285714285714,6
"1890","peterdeboss1",41,0.6,41
"1891","peterhutten",1245.97222222222,2.275,1245.97222222222
"1892","peterpolder",3444,6.84,3444
"1893","petertgallagher",2300,0.65625,2300
"1894","petraatje1970",29,0.6,29
"1895","petragelderloos",241,1.1,241
"1896","pgkroeger",6523,48.3,6523
"1897","pgosselink",367,1.2,367
"1898","phalbersma",210,2.9,210
"1899","phi48",1702,2.6,1702
"1900","phiemstra55",409,1.4,409
"1901","philipbull",489,0.7,489
"1902","philipperaets",4847,3.1,4847
"1903","philippmoesta",433,0.4,433
"1904","philna",778,0.8,778
"1905","phjansmawinsum",349,2.4,349
"1906","phoque48",91.5,1.85,91.5
"1907","physikunibochum",351,0.7,351
"1908","piavdbij",196,0.8,196
"1909","piavrijmoed",1436.6,2.02,1436.6
"1910","piepersrooien",1506.46666666667,2.11,1506.46666666667
"1911","piergrutte",762,1.4,762
"1912","pieterbalstra",1152,1.5,1152
"1913","pieterbenthem",169.4,0.78,169.4
"1914","pieterdiphoorn",746,0.7,746
"1915","pieterkdevries",200,0.6,200
"1916","pietersemarc",369,14.1,369
"1917","pietervdzwan",497.666666666667,1.6,497.666666666667
"1918","pietfellinger",72,0.8,72
"1919","pietrozucca",368.5625,1.16875,368.5625
"1920","piludealvaro",857,0.8,857
"1921","pinxact",9,0.8,9
"1922","pjer1316",14.5,3.25,14.5
"1923","pki_events",287,4.1,287
"1924","planetmerse",357,0.8,357
"1925","platforma4dev",4724,0.7,4724
"1926","pleizieresther",524,2.1,524
"1927","pmdebruin",1329,0.6,1329
"1928","pnoeken",915.25,1.95625,915.25
"1929","poethiek",869,5.3,869
"1930","pol_gorter",2780,4.5,2780
"1931","politicals122",511,7.9,511
"1932","politie_lwdn",13561.2857142857,9.72857142857143,13561.2857142857
"1933","politieacademie",9893,12.5,9893
"1934","politiedrachten",4894.41666666667,1.6,4894.41666666667
"1935","politiefanclub",358,2.1,358
"1936","politiekinneder",1048,9.1,1048
"1937","politiekmeppel",779,0.9,779
"1938","polstuart",444,3,444
"1939","poppefangster",590,1.4,590
"1940","poppevangerp",311.5,1.9,311.5
"1941","popwnl",1323,1.1,1323
"1942","postmaone",826.583333333333,36.0083333333333,826.583333333333
"1943","postwagen",1648,1.7,1648
"1944","practoraat",940.086956521739,3.08695652173913,940.086956521739
"1945","pragati2707",28,0.8,28
"1946","pranavsanghavi",177,0.8,177
"1947","prashmr",118,0.8,118
"1948","pratikd13",171,1,171
"1949","praxismedhat",2567,0.7,2567
"1950","precision_mats",814,0.9,814
"1951","prikkel2016",507,1.9,507
"1952","prikkeldraadje",2374,0.8,2374
"1953","prins_maaike",403,3.8,403
"1954","process_h2020",152,1.1,152
"1955","profabelmendez",15789,0.7,15789
"1956","profielactueel",1101,2.5,1101
"1957","profpooley",46,0.7,46
"1958","proftimob",12846,1.5,12846
"1959","protean1974",2230,0.7,2230
"1960","prothesinfectie",383,0.9,383
"1961","provdrenthe",13944,16.2,13944
"1962","provgroningen",19644,7.7,19644
"1963","psicoff",16579.5,0.7,16579.5
"1964","psociaaldomein",721,3,721
"1965","ptriesjah",56.5,1.7,56.5
"1966","punterr66",19,0.5,19
"1967","pupilupi1",129,0.6,129
"1968","purinejoyment",44,0.6,44
"1969","puurava",454,11,454
"1970","pvdadrenthe",871,2.7,871
"1971","pvdaflevoland",678,1.5,678
"1972","pvdafrlmarren",1501,2.8,1501
"1973","pvdafryslan",2581,7.2,2581
"1974","pvdaheerenveen",809,0.5,809
"1975","qpointbv",191,0.7,191
"1976","qruxx_nl",419,3.6,419
"1977","qualityisarul3",323,0.6,323
"1978","quivervision",6234,6.1,6234
"1979","r_kossen",603,4.3,603
"1980","r2goru",591,0.8,591
"1981","radastrat",1365,1,1365
"1982","radcliffevascu",641,3.7,641
"1983","radionet_eu",445.72676056338,2.55342723004695,445.72676056338
"1984","radiotelescoop",4420.10638297872,3.57872340425532,4420.10638297872
"1985","radradiolab",612,0.7,612
"1986","rafaelbachiller",4395.64912280702,0.694736842105263,4395.64912280702
"1987","rahulbh12",68,0.7,68
"1988","rainforestbook",12931,0.6,12931
"1989","ral_space_stfc",5041.5,0.7,5041.5
"1990","ramonvos",242,0.675,242
"1991","rangergsd",72,0.8,72
"1992","rankyz",59,0.3,59
"1993","raptajl",117.769230769231,0.7,117.769230769231
"1994","raquelgarciaher",1093,7.1,1093
"1995","rationele",4,0.7,4
"1996","raumfahrttutnot",120.25,0.775,120.25
"1997","rdwrt",678,1.2,678
"1998","realogy",4027,0.6,4027
"1999","redekerd",1045,1.8,1045
"2000","redgdk",6.2,0.52,6.2
"2001","reginadoting",149,1.26666666666667,149
"2002","regioinbedrijf",2159,1,2159
"2003","regtvbddienst",233,2.4,233
"2004","reindershenk",516.111111111111,0.677777777777778,516.111111111111
"2005","reinouddevries",1015,1.2,1015
"2006","rekenpractoraat",107,1.02857142857143,107
"2007","remco_meijerink",769.547368421053,2.70631578947368,769.547368421053
"2008","remco946",581,1.1,581
"2009","remepro_nl",582,2.6,582
"2010","renata_1968",74,0.5,74
"2011","reneerasvdwater",249.571428571429,0.7,249.571428571429
"2012","reneoverveld",481,2.7,481
"2013","renesmidje",1032.22222222222,1.6,1032.22222222222
"2014","renzetjoelker",173.029411764706,2.58676470588235,173.029411764706
"2015","reporterradio1",1824.5,5.85,1824.5
"2016","resatobv",519.444444444444,1.7,519.444444444444
"2017","researchsofteng",2918,0.8,2918
"2018","retzevdhoning",806,0.9,806
"2019","reyhanhorasan",1067,0.6,1067
"2020","rhaaglanden",265.375,0.75,265.375
"2021","rhcmuts",97,1.7,97
"2022","rhdhv_nl",6676,2,6676
"2023","rheetje",112,0.9,112
"2024","riakraa",418.8,2.02,418.8
"2025","rianne_paalman",213,1.7,213
"2026","ricardobrouwer",1385,9.1,1385
"2027","ricardonssilva",230,0.7,230
"2028","richardhek",153,0.6,153
"2029","richardkampstra",541,0.7,541
"2030","richardkeus",808,0.7,808
"2031","richardlamberst",858.344827586207,3.7,858.344827586207
"2032","richardrintjema",297,0.8,297
"2033","rickfall33",173,0.7,173
"2034","riddernuman",131,0.7,131
"2035","ride20202",15,0.8,15
"2036","riedstrasicco",842,0.4,842
"2037","riekkampen",614,8.8,614
"2038","riekso",262,2.1,262
"2039","riekvandervlag",161,0.6,161
"2040","rightwingdudeau",50,1.3,50
"2041","rijkgroenhof",145.666666666667,1.23333333333333,145.666666666667
"2042","rijpma_s",23,0.6,23
"2043","rinettevdwal",108,0.7,108
"2044","rinkolooyenga",96,0.6,96
"2045","rinskelol",43.84375,0.65625,43.84375
"2046","rinusrekkers",23,0.6,23
"2047","riqy86",80,0.6,80
"2048","ritazonderland",591,14,591
"2049","ritzotencate",4962.22222222222,7.82222222222222,4962.22222222222
"2050","rkrijnberg",2,1,2
"2051","rmcd_hoeve",989,1.3,989
"2052","rmtrpstr",359,3.2,359
"2053","rnitsch",1132,0.8,1132
"2054","rob_beswick",310.758620689655,1.08103448275862,310.758620689655
"2055","rob_hero",3589,6.6,3589
"2056","rob_horst",40,0.9,40
"2057","robbertkelder",129,0.6,129
"2058","robertkruijf",367,0.8,367
"2059","robertrosendal",1337.20754716981,5.01509433962264,1337.20754716981
"2060","robertvandeleur",642,0.7,642
"2061","robertvdwal",32,0.9,32
"2062","robertweijer",83,1,83
"2063","robinwolzak",291,1,291
"2064","robkoster",16258,2.45,16258
"2065","robsz_space",148.053571428571,0.976785714285714,148.053571428571
"2066","roc_mn",3706.66666666667,1.06666666666667,3706.66666666667
"2067","roca12online",2210.26470588235,1.51470588235294,2210.26470588235
"2068","rocfriesepoort",4831.86524822695,3.42056737588652,4831.86524822695
"2069","rocketman528",8421,2.1,8421
"2070","rockinbuddhist",106,1.5,106
"2071","rocteraa",1374,1.1,1374
"2072","rocvantwente",3917.86666666667,4.66666666666667,3917.86666666667
"2073","rodehoed",118,2.1,118
"2074","rodejo21",328,1.1,328
"2075","roderikmol",662.5,0.85,662.5
"2076","roebon",21,0.829411764705882,21
"2077","roel_vdheijden",1552,4.5,1552
"2078","roelantsiekman",104,3.9,104
"2079","roelkingma",627,1.4,627
"2080","roelof60",251,1.4,251
"2081","roelofs10s",451,1.76521739130435,451
"2082","roelov",141,0.7,141
"2083","roeskatsje",258,0.7,258
"2084","roger1982jolly",5,0.8,5
"2085","rogerdegroot",2751,2.5,2751
"2086","rogierdikkes",74,0.6,74
"2087","rohitk_singh",604,0.8,604
"2088","roinjnews",3515.83582089552,1.20298507462687,3515.83582089552
"2089","rolandhiemstra",122,0.7,122
"2090","rolfstadman",214,0.7,214
"2091","rolien_1",685.1,1.46,685.1
"2092","roma_cristiana",1999,0.6,1999
"2093","romkeria",82,0.671428571428571,82
"2094","ronald_hm",26,1.73333333333333,26
"2095","ronaldbuitelaar",7315,11.8,7315
"2096","ronaldhalfwerk",80.25,1.23125,80.25
"2097","ronaldkajuiter",500,1.3,500
"2098","ronaldluxen",233,2.1,233
"2099","ronaldoostingh",1296,2.9,1296
"2100","ronaldspoelstra",463,0.7,463
"2101","ronaldstevens27",197,0.5,197
"2102","ronoverbeek",1706.25,2,1706.25
"2103","ronthornton",31993.6666666667,1.13333333333333,31993.6666666667
"2104","ronwiegel",192,0.7,192
"2105","rooiekater",156,0.9,156
"2106","rooiepoan",226,1.3,226
"2107","rookvrijegen",1451,13.9,1451
"2108","roos020",720,12.5,720
"2109","rovanes",229.685714285714,0.774285714285714,229.685714285714
"2110","roxycas",82,0.7,82
"2111","royfredicuspost",216.6,0.9,216.6
"2112","rs_pv",32,0.7,32
"2113","rtakorteland",1258,0.5,1258
"2114","ruastro",1167,1.4,1167
"2115","rubenlodewijk",93,0.7,93
"2116","rubenoosterman_",54,1.94285714285714,54
"2117","rudiepeterman",81,1,81
"2118","rudolfpoolman",2309.76923076923,2.04615384615385,2309.76923076923
"2119","rudymegens",154,2,154
"2120","rug_gion",185,1.8,185
"2121","ruimtevaart",2095.58333333333,1.19444444444444,2095.58333333333
"2122","ruimtevoorlopen",141,1.6,141
"2123","ruudfokkens",1255.57142857143,0.871428571428571,1255.57142857143
"2124","ruudkosters",648,8,648
"2125","ruudvantendris",13166,1.4,13166
"2126","ruurd252",22,1.9,22
"2127","ruurdroel",79,0.6,79
"2128","rvantpad",1062,0.8,1062
"2129","rvo_duurzaam",52241,9.1,52241
"2130","rwvtimmerman",277,1.8,277
"2131","ry_wilk",72,0.7,72
"2132","s_macgillavry",435,6.1,435
"2133","s_woldendorp",179,0.5,179
"2134","saarslegers",169,0.8,169
"2135","sabinesijbesma",183.76,1.064,183.76
"2136","sabineuitslag",14758,2.1,14758
"2137","sabmichnowicz",398,0.8,398
"2138","sabwells",10,0.6,10
"2139","sakedehaan",425,0.7,425
"2140","samayanissanke",1869.64285714286,1.40714285714286,1869.64285714286
"2141","samennoord",792.2,1.84,792.2
"2142","samirzallouha",935,0.7,935
"2143","sanderbroek",775,0.9,775
"2144","sanderderouwe",10755.4,2.33,10755.4
"2145","sanderoosterhof",529,2.1,529
"2146","sanderwubbolts",385,0.6,385
"2147","sandorspruit",229,2.8,229
"2148","sandra30417603",2,0.9,2
"2149","sandradirocco",69.8571428571429,0.714285714285714,69.8571428571429
"2150","sandravangaalen",494,0.8,494
"2151","sandronique",923,3.3,923
"2152","sandypool1969",97,0.8,97
"2153","sanehv",1221,1,1221
"2154","sanketmraut",333,0.8,333
"2155","sanneborger11",348,1.7,348
"2156","sanverbruggen",6728,6.2,6728
"2157","sarahkendrew",9045,0.6,9045
"2158","sarahmannionuk",754.904761904762,5.33333333333333,754.904761904762
"2159","sarahsp02818871",69.6,0.7,69.6
"2160","saraissaoun",1219.6,0.68,1219.6
"2161","sarrfriend",216.636363636364,2.81515151515151,216.636363636364
"2162","saskiag_md",1952,8.9,1952
"2163","saskiagoedheer",186,0.7,186
"2164","saskiaouden",383,5.1,383
"2165","saskiavanrijn",103,0.5,103
"2166","saskiavwesthree",1012,1.1,1012
"2167","satispy",3743,0.4,3743
"2168","sativaavitas",1041,4.36666666666667,1041
"2169","sazziekenhuizen",102.225806451613,4.1741935483871,102.225806451613
"2170","sbbnl",4527,4.4,4527
"2171","sbdewindt",254,0.7,254
"2172","scansydney",267,0.7,267
"2173","scarboh2020",93,2.6,93
"2174","sccambuurlwd",45632.5,25.1666666666667,45632.5
"2175","scheenaard1",58,0.7,58
"2176","schiermonnik00g",2282.32142857143,2.45,2282.32142857143
"2177","schouwerwouj",321,0.7,321
"2178","schrauwenlandb",928.2,2.04,928.2
"2179","schuttevaer",6720,2.9,6720
"2180","schwanerhill",173,0.8,173
"2181","schwiertzveit",293,0.5,293
"2182","sciausembeu",338,0.8,338
"2183","scibry",10353,0.7,10353
"2184","sciencegovau",10058,1,10058
"2185","sciencelinx",768.190476190476,2.21904761904762,768.190476190476
"2186","sciencenelson",5775,1.1,5775
"2187","sciencesprings",172,0.8,172
"2188","sciglow",88.25,0.6,88.25
"2189","sciphilorg",990,1.1,990
"2190","scividence",102,0.7,102
"2191","scm_ronald",2060,0.7,2060
"2192","scorpionadvies",875,3,875
"2193","sctrager",1332.9375,1.075,1332.9375
"2194","sdssurveys",5060,1.5,5060
"2195","seanbai74139437",76,0.7,76
"2196","sebas_vd_haar",138,1,138
"2197","sebranchett",105,0.8,105
"2198","sebvandenbrink",2690.5,7.25,2690.5
"2199","sectest9",27961,0.9,27961
"2200","sedu_fi",888,0.7,888
"2201","senfkarin",1560,1.8,1560
"2202","senior_staffing",1625.2,0.64,1625.2
"2203","sepiaespacial",124,0.7,124
"2204","serendipitysays",1884,0.7,1884
"2205","servicemanagmnt",3531,1.5,3531
"2206","seseasu",2389,1.1,2389
"2207","setiatnl",362.647058823529,0.6,362.647058823529
"2208","shad1126",180,0.6,180
"2209","shannarretje",35,0.733333333333333,35
"2210","shari_vdh",1211,5.2,1211
"2211","shawnabutlerrn",1236,0.9,1236
"2212","shossontwits",22226.5,346.6,22226.5
"2213","siardahl",73.875,2.5375,73.875
"2214","siemenshealthnl",875,1,875
"2215","sietzekijlstra",982,2.3,982
"2216","sietzeklaas",242.285714285714,1.3,242.285714285714
"2217","sigridwitteveen",23.55,0.63,23.55
"2218","sikkemaklaas",94,0.7,94
"2219","sikkensa",39,0.8,39
"2220","silvanafancel",551,1.4,551
"2221","silvanamuscella",1022,0.8,1022
"2222","silver222",907,1.4,907
"2223","simco_baas",218,0.7,218
"2224","simondeboer07",105,1.8,105
"2225","simonekajuiter",369.111111111111,1.35555555555556,369.111111111111
"2226","simonevanruth",700,0.8,700
"2227","simontalsma",564,0.7,564
"2228","sin_nl_org",559.666666666667,1.3,559.666666666667
"2229","sipkevdm",856.6,2.14,856.6
"2230","sipkevvd",140.615384615385,0.892307692307692,140.615384615385
"2231","siroxan",219,2.1,219
"2232","sjakje1",921,1.4,921
"2233","sjoerdfeitsma",3405,0.9,3405
"2234","sjoerdgalema",1848.71428571429,3.8,1848.71428571429
"2235","sjoerdgrienhof",563,2.8,563
"2236","sjoerdijdema",217,0.7,217
"2237","sjorsc",109,3.5,109
"2238","sjoukje_tel",51,0.7,51
"2239","sjveerman",985,1.5,985
"2240","ska_australia",1497.31428571429,1.68285714285714,1497.31428571429
"2241","ska_dg",2130.09090909091,0.672727272727273,2130.09090909091
"2242","ska_nl",401,1.1,401
"2243","ska_telescope",21108.7567567568,3.49189189189189,21108.7567567568
"2244","skdeurloo",1357,4.8,1357
"2245","skiffie1977",268,1.8,268
"2246","sksskutsjesilen",11714,2.5,11714
"2247","sl27johannes",1107,0.7,1107
"2248","slavkobogdanov",535,1.1,535
"2249","slevelt",9482,2.3,9482
"2250","smallenbroek",5242,5,5242
"2251","smbkrhyt",1171,0.8,1171
"2252","smellingerlan",43,0.6,43
"2253","smelnehus",1607,0.8,1607
"2254","smidklaas",2070,0.9,2070
"2255","smit_peter",73.5,0.55,73.5
"2256","smithsk",7311,0.8,7311
"2257","smnrsch65",184,1.9,184
"2258","smvdhaar",51,3.03333333333333,51
"2259","snoep_it",438,0.7,438
"2260","snorless",136,0.7,136
"2261","sodmnl",1556,12.2,1556
"2262","somejive",365.756756756757,0.848648648648649,365.756756756757
"2263","sonjafranken2",158,1.15,158
"2264","sonnyernst",167,0.75,167
"2265","soroptimistfrlz",218.857142857143,2.21428571428571,218.857142857143
"2266","spacepagenieuws",1092.83333333333,1.61666666666667,1092.83333333333
"2267","spacephysicist",751.285714285714,0.671428571428571,751.285714285714
"2268","spectrastudiow",517,1.2,517
"2269","speurlicht",1457.78048780488,1.55853658536585,1457.78048780488
"2270","spiekerie",209.5,0.825,209.5
"2271","spijksmasander",4,1.7,4
"2272","spinning_mcn",104,2.2,104
"2273","sportdrachten",1008,2.7,1008
"2274","spraakmakersop1",9342,35.9,9342
"2275","sprankels",769,0.8,769
"2276","sron_space",1798.6,2.69333333333333,1798.6
"2277","sschouwenaars",877,2.9,877
"2278","sstraal",378.333333333333,1.65,378.333333333333
"2279","stadsbewonor",920,21.7,920
"2280","startears",50,0.8,50
"2281","startup_nieuws",143,0.7,143
"2282","statenjacht",1474.27272727273,2.16363636363636,1474.27272727273
"2283","steenhoven_van",69,0.6,69
"2284","stelmaprikken",277,0.7,277
"2285","steltenpower",2081,3.2,2081
"2286","stephajuneau",1147,0.7,1147
"2287","stephane_corbel",87,0.8,87
"2288","stephanie0689",322,0.9,322
"2289","sternwarte_hp",751.6,0.78,751.6
"2290","sterrenellen",216,1.4,216
"2291","sterrewachtnl",1822,0.9,1822
"2292","stevenbloemen",342,0.6,342
"2293","stevens_maarten",696,0.9,696
"2294","stfc_matters",21818.5,1.21785714285714,21818.5
"2295","stichtingfrom",1373,1.2,1373
"2296","stichtinglezen",5545.8125,8.64375,5545.8125
"2297","stichtingnlpo",280,1.8,280
"2298","stienekeboerma",297,4.1,297
"2299","stijnenp",930,3,930
"2300","stlastro",110,0.1,110
"2301","storkts",2024.75,1.009375,2024.75
"2302","straatruis",731,3,731
"2303","strangeattracto",719,0.7,719
"2304","straqdronrijp",128,2.76071428571429,128
"2305","strategnl",2664,1.6,2664
"2306","streektaalradio",1123,0.6,1123
"2307","studiolytstomke",65,0.6,65
"2308","studiorobbie",2878,2.5,2878
"2309","stutensteun",99,6.2,99
"2310","substellarfella",488,0.8,488
"2311","summacollege",2695,3.1,2695
"2312","summer_ash",13358,0.3,13358
"2313","supermaxie",31.6666666666667,2.33333333333333,31.6666666666667
"2314","suresh_akshay1",13,0.7,13
"2315","surf_onderzoek",1424,0.833333333333333,1424
"2316","suryasash06",212,0.6,212
"2317","suzannamiwi",110,0.65,110
"2318","suzi_1960",597,6.5,597
"2319","svangalen",821,0.6,821
"2320","svensulli",470,0.7,470
"2321","swenpeeters",51,0.6,51
"2322","sybrandfrietema",795.777777777778,6.57777777777778,795.777777777778
"2323","sybrenvantuinen",153,0.7,153
"2324","sybrigsytsma",394,0.5,394
"2325","sykrronron",474,0.6,474
"2326","sylfezeilen",374,0.7,374
"2327","sylvia140979",260,5.4,260
"2328","sylviaschroder1",54,2.6,54
"2329","sylviavlieshout",88,0.9,88
"2330","sym_madlanga",720,0.8,720
"2331","synrrg",740,0.7,740
"2332","syrendeelf",159,0.6,159
"2333","szabimarka",53,0.8,53
"2334","sziekenhuizen",1,0.7,1
"2335","szorgrecht",1057,18.4,1057
"2336","t_mandersloot",78,2.1,78
"2337","talantonline",1933,4.125,1933
"2338","talpavius",26,0.7,26
"2339","tamara_tdhi",229,2.8,229
"2340","tamarasloothaak",550,1,550
"2341","tamlinscathach",2723,13.3,2723
"2342","tammojan",527.228571428571,1.72571428571429,527.228571428571
"2343","tammomunting",563,0.8,563
"2344","tanadjoseph",2549,0.5,2549
"2345","tanawc",451,2.1,451
"2346","tankoning",879,1.3,879
"2347","taosci",486,0.8,486
"2348","tbb_southwest",1224,0.6,1224
"2349","tbpelectronics",977,1.1,977
"2350","tbresser",284,1.5,284
"2351","tcdastro",2449,0.8,2449
"2352","tchncllyspkng",686,0.6,686
"2353","tdiel",3526,1.9,3526
"2354","teamagronl",4596.83333333333,28.4,4596.83333333333
"2355","techexplorist",633,0.6,633
"2356","technicus_nl",392,0.5,392
"2357","technieknl",9998,4,9998
"2358","technolabswf",195.5,1.7,195.5
"2359","technologie_ict",269,1.1,269
"2360","technovacollege",52.7307692307692,0.7,52.7307692307692
"2361","tekenziekten",2867,7.3,2867
"2362","tenhovemarc",133,0.9,133
"2363","terpstraanke",46,0.5,46
"2364","terrymoseley2",132,0.5,132
"2365","tha_mumbi",31,0.7,31
"2366","thalassav",137,0.3,137
"2367","thatkidgizmo",220,0.7,220
"2368","theadejong3",1160.57142857143,8.3,1160.57142857143
"2369","theatervoorhuys",1505,1.9,1505
"2370","theekic",249,1.6,249
"2371","thenrao",24265,1.1,24265
"2372","theokuypers",391,6.7,391
"2373","theorietkerk",5401,0.8,5401
"2374","theskybyeye",286,1.4,286
"2375","theskyentists",642,0.7,642
"2376","thetylest",114,0.6,114
